4.02000000,0.43990014
4.02192000,0.64417725
4.02899782,158.331
4.02899783,88.32409362
4.02899784,173.435
4.02900000,27.13
4.07849999,50
4.07850000,0.96906943
4.09999998,13.75249
4.09999999,39.781
4.10000000,10.25439131
4.12000000,0.70997409
4.14000000,0.0001
4.15000000,0.5
4.16000000,0.0461
4.18000000,0.0001
4.18427690,0.06489013
4.20000000,0.55365904
4.22000000,0.0001
4.22412716,0.06489013
4.23999999,19.87395505
4.24000000,0.0001
4.26000000,0.0001
4.28000000,0.0001
4.28390254,0.06489013
4.29800000,5
4.30000000,0.0001
4.30808630,0.054
4.32000000,0.0001
4.34000000,0.5001
